TaxaID_orig,KS_TAXACODE,Rank_orig,NonTarget,OTU_MMI,OTU_MMI_genus,OTU_BCG,PHYLUM,CLASS,ORDER,FAMILY,GENUS,NumSamp_All,NumSites_All,Yr_Min,Yr_Max,NumSamp_SB,NumSamp_SP
HYDROPHILUS TRIANGULARIS,585,Species,FALSE,HYDROPHILUS TRIANGULARIS,HYDROPHILUS,HYDROPHILUS TRIANGULARIS,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILUS,5,5,1981,2012,5,
HYDROPORINI,,Tribe,FALSE,HYDROPORINI,HYDROPORINI,HYDROPORINI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORINI,366,143,1980,2008,,
HYDROPORUS,,Genus,FALSE,HYDROPORUS,HYDROPORUS,HYDROPORUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORUS,,,,,,
HYDROPORUS NIGER,308,Species,FALSE,HYDROPORUS NIGER,HYDROPORUS,HYDROPORUS NIGER,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORUS,15,15,1980,2015,11,4
HYDROPORUS NOTABILIS,333,Species,FALSE,HYDROPORUS NOTABILIS,HYDROPORUS,HYDROPORUS NOTABILIS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORUS,2,2,2008,2013,1,1
HYDROPSYCHE,158,Genus,FALSE,HYDROPSYCHE,HYDROPSYCHE,HYDROPSYCHE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,128,87,1982,2019,83,45
HYDROPSYCHE ARINALE,446,Species,FALSE,HYDROPSYCHE ARINALE,HYDROPSYCHE,HYDROPSYCHE ARINALE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,214,67,1983,2019,187,27
HYDROPSYCHE BETTENI,414,Species,FALSE,HYDROPSYCHE BETTENI,HYDROPSYCHE,HYDROPSYCHE BETTENI,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,162,68,1980,2020,131,31
HYDROPSYCHE BIDENS,154,Species,FALSE,HYDROPSYCHE BIDENS,HYDROPSYCHE,HYDROPSYCHE BIDENS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,692,102,1980,2019,647,45
HYDROPSYCHE BIDENS/ORRIS,415,Species,FALSE,HYDROPSYCHE BIDENS/ORRIS,HYDROPSYCHE,HYDROPSYCHE BIDENS/ORRIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,1,1,2014,2014,1,
HYDROPSYCHE ORRIS,155,Species,FALSE,HYDROPSYCHE ORRIS,HYDROPSYCHE,HYDROPSYCHE ORRIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,606,84,1980,2019,568,38
HYDROPSYCHE SCALARIS,156,Species,FALSE,HYDROPSYCHE SCALARIS,HYDROPSYCHE,HYDROPSYCHE SCALARIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,202,44,1980,2016,201,1
HYDROPSYCHE SIMULANS,157,Species,FALSE,HYDROPSYCHE SIMULANS,HYDROPSYCHE,HYDROPSYCHE SIMULANS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,1797,256,1980,2020,1611,186
HYDROPSYCHE VALANIS,1397,Species,FALSE,HYDROPSYCHE VALANIS,HYDROPSYCHE,HYDROPSYCHE VALANIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,35,12,1984,2016,33,2
HYDROPSYCHIDAE,260,Family,FALSE,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,533,209,1980,2020,363,170
HYDROPTILA,178,Genus,FALSE,HYDROPTILA,HYDROPTILA,HYDROPTILA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILA,121,68,1981,2019,108,13
HYDROPTILIDAE,426,Family,FALSE,HYDROPTILIDAE,HYDROPTILIDAE,HYDROPTILIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,154,88,1980,2020,134,20
HYDROVATUS,5,Genus,FALSE,HYDROVATUS,HYDROVATUS,HYDROVATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROVATUS,8,8,1980,2018,6,2
HYDROVATUS PUSTULATUS,573,Species,FALSE,HYDROVATUS PUSTULATUS,HYDROVATUS,HYDROVATUS PUSTULATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROVATUS,4,4,1980,2009,2,2
HYGROTUS,683,Genus,FALSE,HYGROTUS,HYGROTUS,HYGROTUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYGROTUS,37,32,1981,2018,28,9
HYGROTUS ACAROIDES,690,Species,FALSE,HYGROTUS ACAROIDES,HYGROTUS,HYGROTUS ACAROIDES,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYGROTUS,1,1,1981,1981,1,
ILYBIUS,577,Genus,FALSE,ILYBIUS,ILYBIUS,ILYBIUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,ILYBIUS,13,13,1980,2020,3,10
ILYBIUS OBLITUS,848,Species,FALSE,ILYBIUS OBLITUS,ILYBIUS,ILYBIUS OBLITUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,ILYBIUS,1,1,1980,1980,1,
IRONOQUIA,535,Genus,FALSE,IRONOQUIA,IRONOQUIA,IRONOQUIA,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,IRONOQUIA,16,12,1985,2014,13,3
IRONOQUIA PUNCTATISSIMA,1121,Species,FALSE,IRONOQUIA PUNCTATISSIMA,IRONOQUIA,IRONOQUIA PUNCTATISSIMA,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,IRONOQUIA,1,1,1993,1993,1,
ISCHNURA,132,Genus,FALSE,ISCHNURA,ISCHNURA,ISCHNURA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ISCHNURA,456,258,1980,2019,298,158
ISONYCHIA,106,Genus,FALSE,ISONYCHIA,ISONYCHIA,ISONYCHIA,ARTHROPODA,INSECTA,EPHEMEROPTERA,ISONYCHIIDAE,ISONYCHIA,1837,285,1980,2020,1602,235
ISONYCHIIDAE,509,Family,FALSE,ISONYCHIIDAE,ISONYCHIIDAE,ISONYCHIIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,ISONYCHIIDAE,,2,2,2010,2010,,2
ISOPERLA,473,Genus,FALSE,ISOPERLA,ISOPERLA,ISOPERLA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,ISOPERLA,37,26,1980,2013,34,3
ISOPERLA BILINEATA,1083,Species,FALSE,ISOPERLA BILINEATA,ISOPERLA,ISOPERLA BILINEATA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,ISOPERLA,38,22,1980,2010,37,1
ISOPERLA MARLYNIA,1807,Species,FALSE,ISOPERLA MARLYNIA,ISOPERLA,ISOPERLA MARLYNIA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,ISOPERLA,1,1,1991,1991,1,
ISOPERLA MOHRI,938,Species,FALSE,ISOPERLA MOHRI,ISOPERLA,ISOPERLA MOHRI,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,ISOPERLA,6,4,1989,2004,6,
ISOTOMURUS,1173,Genus,TRUE,ISOTOMURUS,ISOTOMURUS,ISOTOMURUS,ARTHROPODA,INSECTA,COLLEMBOLA,ISOTOMIDAE,ISOTOMURUS,28,21,1983,2005,28,
ITHYTRICHIA,1375,Genus,FALSE,ITHYTRICHIA,ITHYTRICHIA,ITHYTRICHIA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,ITHYTRICHIA,7,6,1991,2016,5,2
ITHYTRICHIA CLAVATA,1108,Species,FALSE,ITHYTRICHIA CLAVATA,ITHYTRICHIA,ITHYTRICHIA CLAVATA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,ITHYTRICHIA,2,2,1982,1990,2,
KIEFFERULUS,238,Genus,FALSE,KIEFFERULUS,KIEFFERULUS,KIEFFERULUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,KIEFFERULUS,22,21,2006,2017,,22
KRENOPELOPIA,1556,Genus,FALSE,KRENOPELOPIA,KRENOPELOPIA,KRENOPELOPIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,KRENOPELOPIA,13,13,2000,2017,9,4
LABRUNDINIA,525,Genus,FALSE,LABRUNDINIA,LABRUNDINIA,LABRUNDINIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LABRUNDINIA,68,58,1983,2020,42,26
LACCOBIUS,199,Genus,FALSE,LACCOBIUS,LACCOBIUS,LACCOBIUS,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,LACCOBIUS,396,139,1980,2019,347,49
LACCODYTES,6,Genus,FALSE,LACCODYTES,LACCODYTES,LACCODYTES,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCODYTES,5,4,2001,2017,1,4
LACCOPHILUS,7,Genus,FALSE,LACCOPHILUS,LACCOPHILUS,LACCOPHILUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,145,120,1980,2016,62,83
LACCOPHILUS FASCIATUS,187,Species,FALSE,LACCOPHILUS FASCIATUS,LACCOPHILUS,LACCOPHILUS FASCIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,50,46,2006,2019,22,28
LACCOPHILUS FASCIATUS RUFUS,310,Species,FALSE,LACCOPHILUS FASCIATUS,LACCOPHILUS,LACCOPHILUS FASCIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,199,91,1980,2005,199,
LACCOPHILUS FASCIATUS TERMINALIS,580,Species,FALSE,LACCOPHILUS FASCIATUS,LACCOPHILUS,LACCOPHILUS FASCIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,90,45,1980,2001,90,
LACCOPHILUS MACULOSUS,1444,Species,FALSE,LACCOPHILUS MACULOSUS,LACCOPHILUS,LACCOPHILUS MACULOSUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,277,120,1980,2019,235,42
LACCOPHILUS MACULOSUS MACULOSUS,309,Species,FALSE,LACCOPHILUS MACULOSUS,LACCOPHILUS,LACCOPHILUS MACULOSUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,18,16,1984,2017,18,
LACCOPHILUS PROXIMUS,461,Species,FALSE,LACCOPHILUS PROXIMUS,LACCOPHILUS,LACCOPHILUS PROXIMUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILUS,135,79,1980,2018,113,22
LAMPYRIDAE,854,Family,FALSE,LAMPYRIDAE,LAMPYRIDAE,LAMPYRIDAE,ARTHROPODA,INSECTA,COLEOPTERA,LAMPYRIDAE,,2,2,1996,2016,1,1
LARSIA,361,Genus,FALSE,LARSIA,LARSIA/TELOPELOPIA,LARSIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LARSIA,17,16,2010,2017,6,11
LARSIA/TELOPELOPIA,,Genus,FALSE,LARSIA/TELOPELOPIA,LARSIA/TELOPELOPIA,LARSIA/TELOPELOPIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LARSIA,347,89,1983,2009,347,
LEPTOCERIDAE,261,Family,FALSE,LEPTOCERIDAE,LEPTOCERIDAE,LEPTOCERIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,,106,82,1980,2019,62,44
LEPTOPHLEBIA,102,Genus,FALSE,LEPTOPHLEBIA,LEPTOPHLEBIA,LEPTOPHLEBIA,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,LEPTOPHLEBIA,68,43,1981,2020,58,10
LEPTOPHLEBIIDAE,231,Family,FALSE,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,36,27,1999,2018,16,20
LESTES,201,Genus,FALSE,LESTES,LESTES,LESTES,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,LESTES,8,8,2005,2018,1,7
LEUCROCUTA,,Genus,FALSE,LEUCROCUTA,LEUCROCUTA,LEUCROCUTA,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,LEUCROCUTA,,,,,,
LEUCROCUTA MACULIPENNIS,381,Species,FALSE,LEUCROCUTA MACULIPENNIS,LEUCROCUTA,LEUCROCUTA MACULIPENNIS,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,LEUCROCUTA,659,149,1980,2019,586,73
LIBELLULA,141,Genus,FALSE,LIBELLULA,LIBELLULA,LIBELLULA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,105,87,1980,2020,57,48
LIBELLULA LUCTUOSA,462,Species,FALSE,LIBELLULA LUCTUOSA,LIBELLULA,LIBELLULA LUCTUOSA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,71,59,1980,2018,34,37
LIBELLULA PULCHELLA,463,Species,FALSE,LIBELLULA PULCHELLA,LIBELLULA,LIBELLULA PULCHELLA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,29,27,1982,2017,14,15
LIBELLULA SATURATA,327,Species,FALSE,LIBELLULA SATURATA,LIBELLULA,LIBELLULA SATURATA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,7,7,1991,2015,1,6
LIBELLULA VIBRANS,299,Species,FALSE,LIBELLULA VIBRANS,LIBELLULA,LIBELLULA VIBRANS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,7,6,2006,2020,,7
LIBELLULIDAE,253,Family,FALSE,LIBELLULIDAE,LIBELLULIDAE,LIBELLULIDAE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,,113,99,1990,2018,49,64
LIMNEPHILIDAE,262,Family,FALSE,LIMNEPHILIDAE,LIMNEPHILIDAE,LIMNEPHILIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,8,7,1990,2013,7,1
LIMNEPHILUS,1423,Genus,FALSE,LIMNEPHILUS,LIMNEPHILUS,LIMNEPHILUS,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,LIMNEPHILUS,4,4,1991,2018,3,1
LIMNODRILUS,254,Genus,FALSE,LIMNODRILUS,OLIGOCHAETA,LIMNODRILUS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,LIMNODRILUS,10,8,2008,2020,4,6
LIMNODRILUS HOFFMEISTERI,397,Species,FALSE,LIMNODRILUS HOFFMEISTERI,OLIGOCHAETA,LIMNODRILUS HOFFMEISTERI,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,LIMNODRILUS,4,4,2015,2017,4,
LIMNOPHILA,1339,Genus,FALSE,LIMNOPHILA,LIMNOPHILA,LIMNOPHILA,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,LIMNOPHILA,6,6,1994,2017,4,2
LIODESSUS,534,Genus,FALSE,LIODESSUS,LIODESSUS,LIODESSUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LIODESSUS,81,55,1980,2019,58,23
LIODESSUS FLAVICOLLIS,384,Species,FALSE,LIODESSUS FLAVICOLLIS,LIODESSUS,LIODESSUS FLAVICOLLIS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LIODESSUS,1,1,2015,2015,1,
LIRCEUS,168,Genus,FALSE,LIRCEUS,LIRCEUS,LIRCEUS,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,LIRCEUS,50,25,1980,2015,44,6
LOPESCLADIUS,284,Genus,FALSE,LOPESCLADIUS,LOPESCLADIUS,LOPESCLADIUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LOPESCLADIUS,6,4,2007,2017,,6
LUMBRICULIDAE,169,Family,FALSE,LUMBRICULIDAE,OLIGOCHAETA,LUMBRICULIDAE,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,LUMBRICULIDAE,,32,28,2008,2020,18,14
LUTROCHUS,704,Genus,FALSE,LUTROCHUS,LUTROCHUS,LUTROCHUS,ARTHROPODA,INSECTA,COLEOPTERA,LUTROCHIDAE,LUTROCHUS,8,4,1990,2016,7,1
LUTROCHUS LATICEPS,906,Species,FALSE,LUTROCHUS LATICEPS,LUTROCHUS,LUTROCHUS LATICEPS,ARTHROPODA,INSECTA,COLEOPTERA,LUTROCHIDAE,LUTROCHUS,7,6,1984,2018,5,2
LYMNAEIDAE,170,Family,FALSE,LYMNAEIDAE,LYMNAEIDAE,LYMNAEIDAE,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,,251,146,1980,2020,168,78
MACCAFFERTIUM,176,Genus,FALSE,MACCAFFERTIUM,MACCAFFERTIUM,MACCAFFERTIUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,MACCAFFERTIUM,167,76,2006,2019,108,59
MACCAFFERTIUM EXIGUUM,93,Species,FALSE,MACCAFFERTIUM EXIGUUM,MACCAFFERTIUM,MACCAFFERTIUM EXIGUUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,MACCAFFERTIUM,139,48,1980,2018,130,9
MACCAFFERTIUM MEDIOPUNCTATUM,816,Species,FALSE,MACCAFFERTIUM MEDIOPUNCTATUM,MACCAFFERTIUM,MACCAFFERTIUM MEDIOPUNCTATUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,MACCAFFERTIUM,19,3,1982,2014,17,2
MACCAFFERTIUM MEXICANUM,,Species,FALSE,MACCAFFERTIUM MEXICANUM,MACCAFFERTIUM,MACCAFFERTIUM MEXICANUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,MACCAFFERTIUM,,,,,,
MACCAFFERTIUM MEXICANUM INTEGRUM,95,Species,FALSE,MACCAFFERTIUM MEXICANUM,MACCAFFERTIUM,MACCAFFERTIUM MEXICANUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,MACCAFFERTIUM,1070,130,1980,2020,1006,64
MACCAFFERTIUM PULCHELLUM,96,Species,FALSE,MACCAFFERTIUM PULCHELLUM,MACCAFFERTIUM,MACCAFFERTIUM PULCHELLUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,MACCAFFERTIUM,342,71,1982,2019,307,35
MACCAFFERTIUM TERMINATUM,99,Species,FALSE,MACCAFFERTIUM TERMINATUM,MACCAFFERTIUM,MACCAFFERTIUM TERMINATUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,MACCAFFERTIUM,770,133,1980,2019,716,54
MACDUNNOA,1084,Genus,FALSE,MACDUNNOA,MACDUNNOA,MACDUNNOA,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,MACDUNNOA,2,2,1997,2001,2,
MACROBDELLA DECORA,350,Species,FALSE,MACROBDELLA DECORA,HIRUDINIDAE,MACROBDELLA DECORA,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,HIRUDINIDAE,MACROBDELLA,1,1,2009,2009,,1
MACROMIA,144,Genus,FALSE,MACROMIA,MACROMIA,MACROMIA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,MACROMIA,575,169,1980,2020,475,100
MACROMIA ILLINOIENSIS,182,Species,FALSE,MACROMIA ILLINOIENSIS,MACROMIA,MACROMIA ILLINOIENSIS,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,MACROMIA,1,1,2006,2006,1,
MACROMIA TAENIOLATA,47,Species,FALSE,MACROMIA TAENIOLATA,MACROMIA,MACROMIA TAENIOLATA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,MACROMIA,23,19,2005,2017,14,9
MACRONYCHUS,567,Genus,FALSE,MACRONYCHUS,MACRONYCHUS,MACRONYCHUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,MACRONYCHUS,10,10,1980,2017,1,9
MACRONYCHUS GLABRATUS,12,Species,FALSE,MACRONYCHUS GLABRATUS,MACRONYCHUS,MACRONYCHUS GLABRATUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,MACRONYCHUS,1054,259,1980,2019,839,215
MAYATRICHIA,1400,Genus,FALSE,MAYATRICHIA,MAYATRICHIA,MAYATRICHIA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,MAYATRICHIA,9,8,1995,2010,9,
MAYATRICHIA AYAMA,1109,Species,FALSE,MAYATRICHIA AYAMA,MAYATRICHIA,MAYATRICHIA AYAMA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,MAYATRICHIA,1,1,1995,1995,1,
MEGALOPTERA,214,Order,FALSE,MEGALOPTERA,MEGALOPTERA,MEGALOPTERA,ARTHROPODA,INSECTA,MEGALOPTERA,,,13,11,2006,2019,12,1
MENETUS,240,Genus,FALSE,MENETUS,MENETUS,MENETUS,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,MENETUS,5,5,2006,2017,,5
MERRAGATA,263,Genus,FALSE,MERRAGATA,HEBRIDAE,MERRAGATA,ARTHROPODA,INSECTA,HEMIPTERA,HEBRIDAE,MERRAGATA,1,1,2006,2006,,1
MESOVELIA,116,Genus,FALSE,MESOVELIA,MESOVELIA,MESOVELIA,ARTHROPODA,INSECTA,HEMIPTERA,MESOVELIIDAE,MESOVELIA,169,115,1980,2020,113,56
MESOVELIA CRYPTOPHILA,955,Species,FALSE,MESOVELIA CRYPTOPHILA,MESOVELIA,MESOVELIA CRYPTOPHILA,ARTHROPODA,INSECTA,HEMIPTERA,MESOVELIIDAE,MESOVELIA,2,2,1983,1987,2,
MESOVELIA MULSANTI,604,Species,FALSE,MESOVELIA MULSANTI,MESOVELIA,MESOVELIA MULSANTI,ARTHROPODA,INSECTA,HEMIPTERA,MESOVELIIDAE,MESOVELIA,21,18,1982,1987,21,
METACOPINA,243,Genus,TRUE,METACOPINA,METACOPINA,METACOPINA,ARTHROPODA,OSTRACODA,METACOPINA,,METACOPINA,4,3,2006,2017,,4
METROBATES,113,Genus,FALSE,METROBATES,METROBATES,METROBATES,ARTHROPODA,INSECTA,HEMIPTERA,GERRIDAE,METROBATES,494,126,1980,2019,456,38
MICRACANTHIA,977,Genus,FALSE,MICRACANTHIA,MICRACANTHIA,MICRACANTHIA,ARTHROPODA,INSECTA,HEMIPTERA,SALDIDAE,MICRACANTHIA,2,2,1982,2015,2,
MICROCYLLOEPUS,560,Genus,FALSE,MICROCYLLOEPUS,MICROCYLLOEPUS,MICROCYLLOEPUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,MICROCYLLOEPUS,24,22,1980,2019,3,21
MICROCYLLOEPUS PUSILLUS,13,Species,FALSE,MICROCYLLOEPUS PUSILLUS,MICROCYLLOEPUS,MICROCYLLOEPUS PUSILLUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,MICROCYLLOEPUS,247,85,1980,2020,210,37
MICROPSECTRA,48,Genus,FALSE,MICROPSECTRA,MICROPSECTRA,MICROPSECTRA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROPSECTRA,179,93,1980,2017,156,23
MICROTENDIPES,49,Genus,FALSE,MICROTENDIPES,MICROTENDIPES,MICROTENDIPES,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROTENDIPES,99,77,1981,2020,44,55
MICROVELIA,119,Genus,FALSE,MICROVELIA,MICROVELIA,MICROVELIA,ARTHROPODA,INSECTA,HEMIPTERA,VELIIDAE,MICROVELIA,357,234,1980,2020,184,173
MICROVELIA AMERICANA,396,Species,FALSE,MICROVELIA AMERICANA,MICROVELIA,MICROVELIA AMERICANA,ARTHROPODA,INSECTA,HEMIPTERA,VELIIDAE,MICROVELIA,124,65,1980,2001,124,
MONOHELEA,283,Genus,FALSE,MONOHELEA,MONOHELEA,MONOHELEA,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,MONOHELEA,1,1,2013,2013,1,
MONOPELOPIA,342,Genus,FALSE,MONOPELOPIA,MONOPELOPIA,MONOPELOPIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MONOPELOPIA,1,1,2008,2008,,1
MOOREOBDELLA,92,Genus,FALSE,MOOREOBDELLA,ERPOBDELLIDAE,MOOREOBDELLA,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,MOOREOBDELLA,2,2,1983,1983,2,
MUSCIDAE,1555,Family,FALSE,MUSCIDAE,MUSCIDAE,MUSCIDAE,ARTHROPODA,INSECTA,DIPTERA,MUSCIDAE,,10,8,2000,2015,8,2
MUSCULIUM,566,Genus,FALSE,MUSCULIUM,MUSCULIUM,MUSCULIUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,MUSCULIUM,508,222,1980,2019,331,177
MUSCULIUM PARTUMEIUM,365,Species,FALSE,MUSCULIUM PARTUMEIUM,MUSCULIUM,MUSCULIUM PARTUMEIUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,MUSCULIUM,3,3,2011,2013,1,2
MUSCULIUM SECURIS,223,Species,FALSE,MUSCULIUM SECURIS,MUSCULIUM,MUSCULIUM SECURIS,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,MUSCULIUM,6,4,2006,2013,1,5
MUSCULIUM TRANSVERSUM,442,Species,FALSE,MUSCULIUM TRANSVERSUM,MUSCULIUM,MUSCULIUM TRANSVERSUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,MUSCULIUM,686,203,2002,2020,542,144
MYXOSARGUS,232,Genus,FALSE,MYXOSARGUS,MYXOSARGUS,MYXOSARGUS,ARTHROPODA,INSECTA,DIPTERA,STRATIOMYIDAE,MYXOSARGUS,3,2,1993,2009,2,1
NAIDIDAE,493,Family,FALSE,NAIDIDAE,OLIGOCHAETA,NAIDIDAE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,148,107,1984,2020,80,68
NAIS,383,Genus,FALSE,NAIS,OLIGOCHAETA,NAIS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIS,5,5,2015,2017,5,
NAIS PSEUDOBTUSA,389,Species,FALSE,NAIS PSEUDOBTUSA,OLIGOCHAETA,NAIS PSEUDOBTUSA,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIS,1,1,2015,2015,1,
NAIS VARIABILIS,411,Species,FALSE,NAIS VARIABILIS,OLIGOCHAETA,NAIS VARIABILIS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIS,1,1,2015,2015,1,
