"","SAMPLEID","StationID","RefSamp","Reference","nt_habit_climbcling","nt_volt_semi","pt_BCG_att1i234b","nt_EPT","x_HBI"
"KS_Clint_0287_Rep1","KS_Clint_0287_Rep1","KS_MMI_Site421","No","Strs",20,5,5,11,5.421052632
"KS_Clint_0275_Rep1","KS_Clint_0275_Rep1","KS_MMI_Site421","No","Strs",31,5,3.389830508,13,5.547468354
"KS_Clint_0276_Rep1","KS_Clint_0276_Rep1","KS_MMI_Site421","No","Strs",27,4,1.923076923,9,5.515748031
"KS_Clint_0277_Rep1","KS_Clint_0277_Rep1","KS_MMI_Site421","No","Strs",18,2,8.571428571,7,5.241134752
"KS_Clint_0278_Rep1","KS_Clint_0278_Rep1","KS_MMI_Site421","No","Strs",14,4,3.571428571,4,5.338582677
"KS_Clint_0279_Rep1","KS_Clint_0279_Rep1","KS_MMI_Site421","No","Strs",6,1,11.76470588,3,5.195652174
"KS_Clint_0280_Rep1","KS_Clint_0280_Rep1","KS_MMI_Site421","No","Strs",14,4,13.79310345,6,4.721212121
"KS_Clint_0294_Rep1","KS_Clint_0294_Rep1","KS_MMI_Site421","No","Strs",19,4,8.823529412,8,5.459259259
"KS_Clint_0305_Rep1","KS_Clint_0305_Rep1","KS_MMI_Site421","No","Strs",24,5,9.523809524,10,5.475638051
"KS_Clint_0306_Rep1","KS_Clint_0306_Rep1","KS_MMI_Site421","Strs","Strs",19,2,16.12903226,11,5.615635179
"KS_Clint_0295_Rep1","KS_Clint_0295_Rep1","KS_MMI_Site421","No","Strs",20,5,7.142857143,9,5.338278932
"KS_Clint_0271_Rep1","KS_Clint_0271_Rep1","KS_MMI_Site421","No","Strs",30,8,3.225806452,8,5.585365854
"KS_Clint_0297_Rep1","KS_Clint_0297_Rep1","KS_MMI_Site421","No","Strs",19,6,0,8,5.598187311
"KS_Clint_0298_Rep1","KS_Clint_0298_Rep1","KS_MMI_Site421","No","Strs",20,8,5.128205128,8,5.425876011
"KS_Clint_0298_Rep2","KS_Clint_0298_Rep2","KS_MMI_Site421","No","Strs",22,4,5.128205128,10,5.435897436
"KS_Clint_0288_Rep1","KS_Clint_0288_Rep1","KS_MMI_Site421","No","Strs",15,5,7.142857143,5,5.504347826
"KS_Clint_0289_Rep1","KS_Clint_0289_Rep1","KS_MMI_Site421","No","Strs",19,5,8.333333333,8,5
"KS_Clint_0290_Rep1","KS_Clint_0290_Rep1","KS_MMI_Site421","No","Strs",16,2,3.571428571,8,5.407821229
"KS_Clint_0291_Rep1","KS_Clint_0291_Rep1","KS_MMI_Site421","No","Strs",13,2,7.407407407,5,5.493670886
"KS_Clint_0292_Rep1","KS_Clint_0292_Rep1","KS_MMI_Site421","No","Strs",20,4,9.375,9,5.527536232
"KS_Clint_0293_Rep1","KS_Clint_0293_Rep1","KS_MMI_Site421","No","Strs",14,4,3.333333333,5,5.45482866
"KS_Clint_0281_Rep1","KS_Clint_0281_Rep1","KS_MMI_Site421","No","Strs",14,3,8.333333333,7,5.187165775
"KS_Clint_0301_Rep1","KS_Clint_0301_Rep1","KS_MMI_Site421","No","Strs",18,5,8.823529412,7,5.351800554
"KS_Clint_0302_Rep1","KS_Clint_0302_Rep1","KS_MMI_Site421","No","Strs",23,7,9.523809524,9,5.448924731
"KS_Clint_0299_Rep1","KS_Clint_0299_Rep1","KS_MMI_Site421","No","Strs",23,3,5,8,5.671826625
"KS_Clint_0300_Rep1","KS_Clint_0300_Rep1","KS_MMI_Site421","No","Strs",27,5,12.24489796,10,5.566666667
"KS_Clint_0304_Rep2","KS_Clint_0304_Rep2","KS_MMI_Site421","No","Strs",23,6,2.5,9,5.652912621
"KS_Clint_0303_Rep1","KS_Clint_0303_Rep1","KS_MMI_Site421","No","Strs",24,2,2.127659574,8,5.529616725
"KS_Clint_0304_Rep1","KS_Clint_0304_Rep1","KS_MMI_Site421","No","Strs",20,5,0,5,5.615803815
"KS_Liz_3579_Rep1","KS_Liz_3579_Rep1","KS_MMI_Site422","Ref","Ref",27,2,12.5,15,4.839895013
"KS_Liz_3148_Rep1","KS_Liz_3148_Rep1","KS_MMI_Site423","Strs","Strs",16,4,9.523809524,8,5.062857143
"KS_Liz_3493_Rep2","KS_Liz_3493_Rep2","KS_MMI_Site424","No","Ref",21,10,12.76595745,14,5.534759358
"KS_Liz_3493_Rep1","KS_Liz_3493_Rep1","KS_MMI_Site424","Ref","Ref",21,6,9.756097561,12,5.377464789
"KS_Clint_0919_Rep1","KS_Clint_0919_Rep1","KS_MMI_Site425","No","Strs",21,7,5.555555556,13,5.393700787
"KS_Clint_0918_Rep1","KS_Clint_0918_Rep1","KS_MMI_Site425","No","Strs",18,3,0,7,5.602272727
"KS_Clint_0923_Rep1","KS_Clint_0923_Rep1","KS_MMI_Site425","No","Strs",20,4,3.571428571,10,5.210526316
"KS_Clint_0937_Rep1","KS_Clint_0937_Rep1","KS_MMI_Site425","No","Strs",28,9,6.818181818,16,5.172413793
"KS_Clint_0920_Rep1","KS_Clint_0920_Rep1","KS_MMI_Site425","No","Strs",23,8,8.823529412,14,4.972375691
"KS_Clint_0921_Rep1","KS_Clint_0921_Rep1","KS_MMI_Site425","No","Strs",28,9,0,13,5.485981308
"KS_Clint_0944_Rep1","KS_Clint_0944_Rep1","KS_MMI_Site425","No","Strs",13,5,0,15,5.455555556
"KS_Clint_0945_Rep1","KS_Clint_0945_Rep1","KS_MMI_Site425","No","Strs",21,6,11.53846154,10,4.990990991
"KS_Clint_0949_Rep2","KS_Clint_0949_Rep2","KS_MMI_Site425","No","Strs",20,6,6.666666667,10,5.385365854
"KS_Clint_0938_Rep1","KS_Clint_0938_Rep1","KS_MMI_Site425","No","Strs",28,11,7.317073171,16,5.281045752
"KS_Clint_0922_Rep1","KS_Clint_0922_Rep1","KS_MMI_Site425","No","Strs",18,5,16,10,4.561797753
"KS_Clint_0949_Rep1","KS_Clint_0949_Rep1","KS_MMI_Site425","No","Strs",14,8,17.85714286,9,5.355769231
"KS_Clint_0941_Rep1","KS_Clint_0941_Rep1","KS_MMI_Site425","No","Strs",15,3,0,12,5.637860082
"KS_Clint_0942_Rep1","KS_Clint_0942_Rep1","KS_MMI_Site425","No","Strs",21,8,4.87804878,19,5.467532468
"KS_Clint_0939_Rep1","KS_Clint_0939_Rep1","KS_MMI_Site425","No","Strs",14,3,12.5,8,5.628140704
"KS_Clint_0917_Rep1","KS_Clint_0917_Rep1","KS_MMI_Site425","No","Strs",20,4,0,7,5.553191489
"KS_Clint_0931_Rep1","KS_Clint_0931_Rep1","KS_MMI_Site425","No","Strs",20,6,8.333333333,12,5.449152542
"KS_Clint_0946_Rep1","KS_Clint_0946_Rep1","KS_MMI_Site425","No","Strs",27,9,4.166666667,20,5.421052632
"KS_Clint_0947_Rep1","KS_Clint_0947_Rep1","KS_MMI_Site425","No","Strs",24,7,0,7,5.910828025
"KS_Clint_0934_Rep1","KS_Clint_0934_Rep1","KS_MMI_Site425","No","Strs",27,10,5.128205128,13,5.121693122
"KS_Clint_0935_Rep1","KS_Clint_0935_Rep1","KS_MMI_Site425","No","Strs",17,5,5.882352941,14,5.4784689
"KS_Clint_0952_Rep1","KS_Clint_0952_Rep1","KS_MMI_Site425","No","Strs",20,6,2.272727273,13,5.543897216
"KS_Clint_0950_Rep1","KS_Clint_0950_Rep1","KS_MMI_Site425","No","Strs",26,11,7.317073171,19,5.177777778
"KS_Clint_0951_Rep1","KS_Clint_0951_Rep1","KS_MMI_Site425","Strs","Strs",31,11,10,16,5.326621924
"KS_Clint_0940_Rep1","KS_Clint_0940_Rep1","KS_MMI_Site425","No","Strs",16,3,0,12,5.582474227
"KS_Clint_0928_Rep1","KS_Clint_0928_Rep1","KS_MMI_Site425","No","Strs",9,1,0,3,5.535031847
"KS_Clint_0925_Rep1","KS_Clint_0925_Rep1","KS_MMI_Site425","No","Strs",16,7,10.71428571,11,4.948529412
"KS_Clint_0926_Rep1","KS_Clint_0926_Rep1","KS_MMI_Site425","No","Strs",22,6,0,10,5.759036145
"KS_Clint_0930_Rep1","KS_Clint_0930_Rep1","KS_MMI_Site425","No","Strs",9,2,7.692307692,6,5.6
"KS_Clint_0948_Rep1","KS_Clint_0948_Rep1","KS_MMI_Site425","No","Strs",7,4,4.347826087,1,5.659793814
"KS_Clint_0929_Rep1","KS_Clint_0929_Rep1","KS_MMI_Site425","No","Strs",19,6,6.666666667,11,5.215517241
"KS_Clint_0932_Rep1","KS_Clint_0932_Rep1","KS_MMI_Site425","No","Strs",19,5,8.823529412,13,5.481171548
"KS_Clint_0933_Rep1","KS_Clint_0933_Rep1","KS_MMI_Site425","No","Strs",20,9,10.81081081,16,5.175324675
"KS_Clint_0943_Rep1","KS_Clint_0943_Rep1","KS_MMI_Site425","No","Strs",14,4,6.25,4,5.733788396
"KS_Clint_0924_Rep1","KS_Clint_0924_Rep1","KS_MMI_Site425","No","Strs",25,7,14,15,4.942386831
"KS_Clint_0936_Rep1","KS_Clint_0936_Rep1","KS_MMI_Site425","No","Strs",26,10,10.25641026,19,5.323671498
"KS_Clint_0927_Rep1","KS_Clint_0927_Rep1","KS_MMI_Site425","No","Strs",20,8,5.882352941,10,5.180952381
"KS_Liz_3566_Rep1","KS_Liz_3566_Rep1","KS_MMI_Site426","Strs","Strs",25,9,7.894736842,12,5.228956229
"KS_Liz_3566_Rep2","KS_Liz_3566_Rep2","KS_MMI_Site426","No","Strs",29,8,8.695652174,16,5.216145833
"KS_Clint_0837_Rep1","KS_Clint_0837_Rep1","KS_MMI_Site427","Strs","HighStrs",26,11,8.695652174,21,5.356115108
"KS_Liz_3020_Rep1","KS_Liz_3020_Rep1","KS_MMI_Site428","Other","SomeStrs",18,6,5.714285714,6,5.47027027
"KS_Liz_3022_Rep1","KS_Liz_3022_Rep1","KS_MMI_Site428","Other","SomeStrs",12,3,9.090909091,7,5.052238806
"KS_Liz_3019_Rep1","KS_Liz_3019_Rep1","KS_MMI_Site428","Other","SomeStrs",17,5,3.571428571,6,5.418478261
"KS_Liz_3023_Rep1","KS_Liz_3023_Rep1","KS_MMI_Site428","Other","SomeStrs",27,5,6.896551724,10,5.288888889
"KS_Liz_3021_Rep1","KS_Liz_3021_Rep1","KS_MMI_Site428","Other","SomeStrs",23,4,8.510638298,13,5.249180328
"KS_Clint_0878_Rep1","KS_Clint_0878_Rep1","KS_MMI_Site429","No","Strs",13,4,0,9,5.610526316
"KS_Clint_0881_Rep1","KS_Clint_0881_Rep1","KS_MMI_Site429","No","Strs",18,7,3.333333333,9,5.428571429
"KS_Clint_0882_Rep1","KS_Clint_0882_Rep1","KS_MMI_Site429","No","Strs",17,4,7.692307692,12,5.266272189
"KS_Clint_0883_Rep1","KS_Clint_0883_Rep1","KS_MMI_Site429","No","Strs",16,6,0,10,5.397435897
"KS_Clint_0897_Rep1","KS_Clint_0897_Rep1","KS_MMI_Site429","No","Strs",19,5,3.333333333,14,5.657142857
"KS_Clint_0876_Rep1","KS_Clint_0876_Rep1","KS_MMI_Site429","No","Strs",14,2,0,7,5.5
"KS_Clint_0907_Rep1","KS_Clint_0907_Rep1","KS_MMI_Site429","No","Strs",17,8,2.702702703,12,5.527196653
"KS_Clint_0904_Rep1","KS_Clint_0904_Rep1","KS_MMI_Site429","No","Strs",19,5,3.703703704,11,5.860215054
"KS_Clint_0879_Rep1","KS_Clint_0879_Rep1","KS_MMI_Site429","No","Strs",18,7,0,9,5.547770701
"KS_Clint_0910_Rep1","KS_Clint_0910_Rep1","KS_MMI_Site429","No","Strs",21,8,0,14,5.262458472
"KS_Clint_0898_Rep1","KS_Clint_0898_Rep1","KS_MMI_Site429","No","Strs",18,7,2.777777778,10,5.281690141
"KS_Clint_0908_Rep1","KS_Clint_0908_Rep1","KS_MMI_Site429","No","Strs",16,6,0,9,5.724324324
"KS_Clint_0909_Rep1","KS_Clint_0909_Rep1","KS_MMI_Site429","No","Strs",19,4,0,10,5.384615385
"KS_Clint_0901_Rep1","KS_Clint_0901_Rep1","KS_MMI_Site429","No","Strs",20,5,2.702702703,12,5.297435897
"KS_Clint_0902_Rep1","KS_Clint_0902_Rep1","KS_MMI_Site429","No","Strs",19,10,0,12,5.176470588
"KS_Clint_0899_Rep1","KS_Clint_0899_Rep1","KS_MMI_Site429","No","Strs",21,8,2.43902439,14,5.358778626
"KS_Clint_0877_Rep1","KS_Clint_0877_Rep1","KS_MMI_Site429","No","Strs",22,5,2.564102564,11,5.484662577
"KS_Clint_0905_Rep1","KS_Clint_0905_Rep1","KS_MMI_Site429","No","Strs",12,2,0,11,5.554545455
"KS_Clint_0880_Rep1","KS_Clint_0880_Rep1","KS_MMI_Site429","No","Strs",18,8,2.43902439,12,5.427536232
"KS_Clint_0893_Rep1","KS_Clint_0893_Rep1","KS_MMI_Site429","No","Strs",21,7,0,12,5.549800797
"KS_Clint_0894_Rep1","KS_Clint_0894_Rep1","KS_MMI_Site429","No","Strs",15,5,0,9,5.633540373
"KS_Clint_0895_Rep1","KS_Clint_0895_Rep1","KS_MMI_Site429","No","Strs",10,4,10,7,5.508474576
"KS_Clint_0896_Rep1","KS_Clint_0896_Rep1","KS_MMI_Site429","No","Strs",14,5,0,9,5.56
"KS_Clint_0911_Rep1","KS_Clint_0911_Rep1","KS_MMI_Site429","No","Strs",26,11,2.040816327,12,5.83081571
"KS_Clint_0912_Rep1","KS_Clint_0912_Rep1","KS_MMI_Site429","No","Strs",19,8,3.225806452,5,5.443708609
"KS_Clint_0900_Rep1","KS_Clint_0900_Rep1","KS_MMI_Site429","No","Strs",15,7,0,11,5.525316456
"KS_Clint_0914_Rep1","KS_Clint_0914_Rep1","KS_MMI_Site429","No","Strs",23,9,7.692307692,16,5.333333333
"KS_Clint_0915_Rep1","KS_Clint_0915_Rep1","KS_MMI_Site429","No","Strs",20,5,2.941176471,14,5.449781659
"KS_Clint_0916_Rep1","KS_Clint_0916_Rep1","KS_MMI_Site429","Strs","Strs",20,6,5.555555556,14,5.332116788
"KS_Clint_0890_Rep1","KS_Clint_0890_Rep1","KS_MMI_Site429","No","Strs",17,5,0,14,5.549295775
"KS_Clint_0906_Rep1","KS_Clint_0906_Rep1","KS_MMI_Site429","No","Strs",20,7,2.857142857,14,5.436681223
"KS_Clint_0913_Rep1","KS_Clint_0913_Rep1","KS_MMI_Site429","No","Strs",23,9,2.43902439,13,5.755102041
"KS_Clint_0892_Rep1","KS_Clint_0892_Rep1","KS_MMI_Site429","No","Strs",17,3,6.666666667,12,5.443708609
"KS_Clint_0891_Rep1","KS_Clint_0891_Rep1","KS_MMI_Site429","No","Strs",8,4,4.761904762,7,5.85
"KS_Clint_0885_Rep1","KS_Clint_0885_Rep1","KS_MMI_Site429","No","Strs",17,7,0,11,5.603448276
"KS_Clint_0889_Rep1","KS_Clint_0889_Rep1","KS_MMI_Site429","No","Strs",14,4,0,10,5.476744186
"KS_Clint_0887_Rep1","KS_Clint_0887_Rep1","KS_MMI_Site429","No","Strs",21,8,2.702702703,11,5.431279621
"KS_Clint_0884_Rep1","KS_Clint_0884_Rep1","KS_MMI_Site429","No","Strs",19,5,6.25,9,5.343373494
"KS_Clint_0903_Rep1","KS_Clint_0903_Rep1","KS_MMI_Site429","No","Strs",16,2,9.523809524,10,5.604651163
"KS_Clint_0886_Rep1","KS_Clint_0886_Rep1","KS_MMI_Site429","No","Strs",15,4,6.451612903,9,5.410714286
"KS_Clint_0888_Rep1","KS_Clint_0888_Rep1","KS_MMI_Site429","No","Strs",17,7,0,12,5.271317829
"KS_Clint_1817_Rep1","KS_Clint_1817_Rep1","KS_MMI_Site430","No","Strs",11,2,10,4,4.647058824
"KS_Clint_1815_Rep1","KS_Clint_1815_Rep1","KS_MMI_Site430","No","Strs",19,4,15.38461538,10,4.538834951
"KS_Clint_1816_Rep1","KS_Clint_1816_Rep1","KS_MMI_Site430","Strs","Strs",20,5,6.976744186,6,5.426573427
"KS_Liz_3580_Rep1","KS_Liz_3580_Rep1","KS_MMI_Site431","Strs","Strs",21,6,8.108108108,12,5.462337662
"KS_Clint_0174_Rep1","KS_Clint_0174_Rep1","KS_MMI_Site432","Other","SomeStrs",23,7,0,8,5.538461538
"KS_Clint_0173_Rep1","KS_Clint_0173_Rep1","KS_MMI_Site432","Other","SomeStrs",18,5,11.42857143,11,5.1
"KS_Clint_0185_Rep1","KS_Clint_0185_Rep1","KS_MMI_Site432","Other","SomeStrs",23,3,10.81081081,11,5.117647059
"KS_Clint_0176_Rep1","KS_Clint_0176_Rep1","KS_MMI_Site432","Other","SomeStrs",24,10,6.818181818,13,5.376237624
"KS_Clint_0177_Rep1","KS_Clint_0177_Rep1","KS_MMI_Site432","Other","SomeStrs",31,7,6.557377049,17,5.532818533
"KS_Clint_0186_Rep1","KS_Clint_0186_Rep1","KS_MMI_Site432","Other","SomeStrs",34,7,4.918032787,17,5.503131524
"KS_Clint_0175_Rep1","KS_Clint_0175_Rep1","KS_MMI_Site432","Other","SomeStrs",19,7,8.695652174,10,5.058441558
"KS_Clint_0184_Rep1","KS_Clint_0184_Rep1","KS_MMI_Site432","Other","SomeStrs",22,8,2.777777778,8,5.17989418
"KS_Clint_0172_Rep1","KS_Clint_0172_Rep1","KS_MMI_Site432","Other","SomeStrs",29,12,1.587301587,9,5.4
"KS_Clint_0194_Rep2","KS_Clint_0194_Rep2","KS_MMI_Site432","No","SomeStrs",17,6,2.777777778,9,5.102150538
"KS_Clint_0195_Rep1","KS_Clint_0195_Rep1","KS_MMI_Site432","Other","SomeStrs",19,6,5.882352941,8,4.938983051
"KS_Clint_0195_Rep2","KS_Clint_0195_Rep2","KS_MMI_Site432","No","SomeStrs",22,7,9.756097561,10,4.894339623
"KS_Clint_0196_Rep1","KS_Clint_0196_Rep1","KS_MMI_Site432","Other","SomeStrs",28,9,4.347826087,13,5.344
"KS_Clint_0196_Rep2","KS_Clint_0196_Rep2","KS_MMI_Site432","No","SomeStrs",22,6,7.692307692,14,5.37371134
"KS_Clint_0197_Rep1","KS_Clint_0197_Rep1","KS_MMI_Site432","Other","SomeStrs",33,8,8.064516129,17,5.460992908
"KS_Clint_0198_Rep1","KS_Clint_0198_Rep1","KS_MMI_Site432","Other","SomeStrs",27,3,8.888888889,15,5.455801105
"KS_Clint_0198_Rep2","KS_Clint_0198_Rep2","KS_MMI_Site432","No","SomeStrs",31,6,4.255319149,16,5.425531915
"KS_Clint_0199_Rep1","KS_Clint_0199_Rep1","KS_MMI_Site432","Other","SomeStrs",24,8,2.702702703,12,4.946808511
"KS_Clint_0199_Rep2","KS_Clint_0199_Rep2","KS_MMI_Site432","No","SomeStrs",21,5,7.692307692,13,4.82745098
"KS_Clint_0200_Rep1","KS_Clint_0200_Rep1","KS_MMI_Site432","Other","SomeStrs",23,9,4.761904762,11,5.314285714
"KS_Clint_0201_Rep1","KS_Clint_0201_Rep1","KS_MMI_Site432","Other","SomeStrs",24,11,8.695652174,11,5.324675325
"KS_Clint_0194_Rep1","KS_Clint_0194_Rep1","KS_MMI_Site432","Other","SomeStrs",21,6,9.090909091,9,5.141414141
"KS_Clint_0203_Rep1","KS_Clint_0203_Rep1","KS_MMI_Site432","Other","SomeStrs",20,5,7.692307692,4,5.537313433
"KS_Clint_0204_Rep1","KS_Clint_0204_Rep1","KS_MMI_Site432","Other","SomeStrs",27,7,5.454545455,9,5.624719101
"KS_Clint_0205_Rep1","KS_Clint_0205_Rep1","KS_MMI_Site432","Other","SomeStrs",25,5,7.317073171,11,5.464589235
"KS_Clint_0206_Rep1","KS_Clint_0206_Rep1","KS_MMI_Site432","Other","SomeStrs",21,5,7.5,10,5.343490305
"KS_Clint_0207_Rep1","KS_Clint_0207_Rep1","KS_MMI_Site432","Other","SomeStrs",27,6,6.52173913,12,5.184952978
"KS_Clint_0208_Rep1","KS_Clint_0208_Rep1","KS_MMI_Site432","Other","SomeStrs",25,7,12.24489796,13,5.322418136
"KS_Clint_0178_Rep1","KS_Clint_0178_Rep1","KS_MMI_Site432","Other","SomeStrs",22,8,4.545454545,9,5.7
"KS_Clint_0179_Rep1","KS_Clint_0179_Rep1","KS_MMI_Site432","Other","SomeStrs",24,8,4.347826087,8,5.438596491
"KS_Clint_0180_Rep1","KS_Clint_0180_Rep1","KS_MMI_Site432","Other","SomeStrs",20,4,9.090909091,10,5.287958115
"KS_Clint_0181_Rep1","KS_Clint_0181_Rep1","KS_MMI_Site432","Other","SomeStrs",17,9,4.444444444,5,5.516778523
"KS_Clint_0182_Rep1","KS_Clint_0182_Rep1","KS_MMI_Site432","Other","SomeStrs",20,6,4.87804878,6,5.1875
"KS_Clint_0183_Rep1","KS_Clint_0183_Rep1","KS_MMI_Site432","Other","SomeStrs",25,9,4.545454545,9,5.388392857
"KS_Clint_0193_Rep1","KS_Clint_0193_Rep1","KS_MMI_Site432","Other","SomeStrs",19,6,5.405405405,8,5.31640625
"KS_Clint_0184_Rep2","KS_Clint_0184_Rep2","KS_MMI_Site432","No","SomeStrs",23,8,2.5,8,5.378181818
"KS_Clint_0189_Rep1","KS_Clint_0189_Rep1","KS_MMI_Site432","Other","SomeStrs",22,6,7.317073171,14,5.009433962
"KS_Clint_0190_Rep1","KS_Clint_0190_Rep1","KS_MMI_Site432","Other","SomeStrs",19,6,5,10,5.651639344
"KS_Clint_0187_Rep1","KS_Clint_0187_Rep1","KS_MMI_Site432","Other","SomeStrs",18,3,5.714285714,8,5.275555556
"KS_Clint_0188_Rep1","KS_Clint_0188_Rep1","KS_MMI_Site432","Other","SomeStrs",25,8,5.555555556,13,5.107142857
"KS_Clint_0191_Rep2","KS_Clint_0191_Rep2","KS_MMI_Site432","No","SomeStrs",25,4,10.52631579,13,4.883408072
"KS_Clint_0192_Rep1","KS_Clint_0192_Rep1","KS_MMI_Site432","Other","SomeStrs",17,3,9.677419355,12,4.98540146
"KS_Clint_0190_Rep2","KS_Clint_0190_Rep2","KS_MMI_Site432","No","SomeStrs",29,8,5.357142857,14,5.440677966
"KS_Clint_0191_Rep1","KS_Clint_0191_Rep1","KS_MMI_Site432","Other","SomeStrs",25,5,9.523809524,15,4.903225806
"KS_Clint_0202_Rep1","KS_Clint_0202_Rep1","KS_MMI_Site432","Other","SomeStrs",31,10,6.779661017,9,5.576388889
"KS_Clint_0192_Rep2","KS_Clint_0192_Rep2","KS_MMI_Site432","No","SomeStrs",22,5,7.5,12,4.996240602
"KS_Clint_0209_Rep1","KS_Clint_0209_Rep1","KS_MMI_Site432","Other","SomeStrs",23,4,9.523809524,10,5.467647059
"KS_Clint_0209_Rep2","KS_Clint_0209_Rep2","KS_MMI_Site432","No","SomeStrs",19,5,4.87804878,9,5.384364821
"KS_Liz_3516_Rep1","KS_Liz_3516_Rep1","KS_MMI_Site433","Other","SomeStrs",20,4,5.263157895,7,5.359683794
"KS_Liz_3331_Rep1","KS_Liz_3331_Rep1","KS_MMI_Site434","Strs","Strs",10,1,0,1,5.865013774
"KS_Liz_3497_Rep1","KS_Liz_3497_Rep1","KS_MMI_Site435","Strs","HighStrs",17,2,0,2,5.564814815
"KS_Liz_3325_Rep2","KS_Liz_3325_Rep2","KS_MMI_Site436","No","Strs",17,5,0,5,6.079320113
"KS_Liz_3325_Rep1","KS_Liz_3325_Rep1","KS_MMI_Site436","Strs","Strs",18,5,0,5,5.841549296
"KS_Clint_0217_Rep1","KS_Clint_0217_Rep1","KS_MMI_Site437","No","HighStrs",20,7,2.325581395,11,5.618729097
"KS_Clint_0216_Rep1","KS_Clint_0216_Rep1","KS_MMI_Site437","No","HighStrs",23,6,8.888888889,12,5.717391304
"KS_Clint_0219_Rep1","KS_Clint_0219_Rep1","KS_MMI_Site437","No","HighStrs",17,3,6.25,11,5.395437262
"KS_Clint_0218_Rep1","KS_Clint_0218_Rep1","KS_MMI_Site437","No","HighStrs",16,5,3.333333333,11,5.414634146
"KS_Clint_0220_Rep1","KS_Clint_0220_Rep1","KS_MMI_Site437","Strs","HighStrs",21,4,8.571428571,14,5.488038278
"KS_Clint_0221_Rep1","KS_Clint_0221_Rep1","KS_MMI_Site437","No","HighStrs",16,4,6.25,8,5.495145631
"KS_Clint_0210_Rep1","KS_Clint_0210_Rep1","KS_MMI_Site438","No","Strs",25,7,3.846153846,12,5.513432836
"KS_Clint_0211_Rep1","KS_Clint_0211_Rep1","KS_MMI_Site438","No","Strs",21,7,4.444444444,9,5.640226629
"KS_Clint_0214_Rep1","KS_Clint_0214_Rep1","KS_MMI_Site438","Strs","Strs",26,6,10,13,5.489690722
"KS_Clint_0215_Rep1","KS_Clint_0215_Rep1","KS_MMI_Site438","No","Strs",25,7,5,11,5.484076433
"KS_Clint_0212_Rep1","KS_Clint_0212_Rep1","KS_MMI_Site438","No","Strs",18,5,0,8,5.463203463
"KS_Clint_0213_Rep1","KS_Clint_0213_Rep1","KS_MMI_Site438","No","Strs",18,3,3.225806452,12,5.258883249
"KS_Liz_3309_Rep1","KS_Liz_3309_Rep1","KS_MMI_Site439","Strs","Strs",8,1,0,1,6.282208589
"KS_Liz_3634_Rep1","KS_Liz_3634_Rep1","KS_MMI_Site440","Ref","Ref",19,3,16.66666667,10,4.715328467
"KS_Liz_3634_Rep2","KS_Liz_3634_Rep2","KS_MMI_Site440","No","Ref",16,3,20,9,4.950464396
"KS_Liz_3311_Rep1","KS_Liz_3311_Rep1","KS_MMI_Site441","Strs","HighStrs",3,0,0,0,5.701923077
"KS_Liz_3162_Rep1","KS_Liz_3162_Rep1","KS_MMI_Site442","Other","SomeStrs",16,5,0,13,5.764705882
"KS_Liz_3164_Rep1","KS_Liz_3164_Rep1","KS_MMI_Site442","Other","SomeStrs",17,4,0,12,5.710810811
"KS_Liz_3163_Rep1","KS_Liz_3163_Rep1","KS_MMI_Site442","Other","SomeStrs",20,9,2.631578947,10,5.817708333
"KS_Clint_1814_Rep1","KS_Clint_1814_Rep1","KS_MMI_Site443","No","HighStrs",8,0,0,0,6
"KS_Clint_1813_Rep1","KS_Clint_1813_Rep1","KS_MMI_Site443","Strs","HighStrs",10,0,0,0,5.935483871
"KS_Clint_1812_Rep1","KS_Clint_1812_Rep1","KS_MMI_Site443","No","HighStrs",4,1,0,0,5.870967742
"KS_Liz_3511_Rep1","KS_Liz_3511_Rep1","KS_MMI_Site444","Ref","Ref",16,4,0,12,5.59223301
"KS_Liz_3235_Rep1","KS_Liz_3235_Rep1","KS_MMI_Site445","Strs","HighStrs",13,2,0,2,5.455072464
"KS_Liz_3428_Rep1","KS_Liz_3428_Rep1","KS_MMI_Site446","Strs","HighStrs",10,0,0,3,5.81277533
"KS_Clint_0257_Rep1","KS_Clint_0257_Rep1","KS_MMI_Site447","No","HighStrs",12,2,0,4,5.5
"KS_Clint_0269_Rep1","KS_Clint_0269_Rep1","KS_MMI_Site447","Strs","HighStrs",16,1,0,4,5.593147752
"KS_Clint_0255_Rep1","KS_Clint_0255_Rep1","KS_MMI_Site447","No","HighStrs",10,0,3.448275862,5,5.73480663
"KS_Clint_0256_Rep1","KS_Clint_0256_Rep1","KS_MMI_Site447","No","HighStrs",9,0,0,0,6.373786408
"KS_Clint_0259_Rep1","KS_Clint_0259_Rep1","KS_MMI_Site447","No","HighStrs",11,0,3.225806452,2,5.35
"KS_Clint_0260_Rep1","KS_Clint_0260_Rep1","KS_MMI_Site447","No","HighStrs",15,1,0,2,5.797619048
"KS_Clint_0258_Rep1","KS_Clint_0258_Rep1","KS_MMI_Site447","No","HighStrs",5,0,10.52631579,1,5.994029851
"KS_Clint_0268_Rep1","KS_Clint_0268_Rep1","KS_MMI_Site447","No","HighStrs",16,1,0,4,5.551252847
"KS_Clint_0263_Rep1","KS_Clint_0263_Rep1","KS_MMI_Site447","No","HighStrs",11,1,0,3,5.805084746
